record_id,event_time_utc,asset_class,program_value_band,schedule_criticality,robot_type,task_type,shift,terrain,weather,autonomy_level,battery_pct,signal_strength_pct,payload_kg,task_duration_min,cycle_time_sec,energy_used_kwh,operator_interventions,near_miss_count,planned_maintenance_flag,unplanned_downtime_min,qa_tolerance_mm,qa_deviation_mm,qa_pass_flag,value_at_risk_musd,delay_risk_pct,estimated_rework_cost_usd,productivity_score,task_success_label
CRI-000497,2025-01-04T08:33:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,precision_grading,day,flat,clear,3,73,87,3018,198,399.6,137.48,4,0,0,4,2.51,1.97,1,9.78,24.55,0.0,76.85,1
CRI-000498,2025-01-04T08:42:00Z,airport_terminal,high,high,inspection_drone,progress_scan,night,confined,high_heat,4,31,87,22,167,122.31,6.32,1,0,0,10,4.39,4.17,1,2.14,29.07,0.0,74.43,1
CRI-000499,2025-01-04T08:51:00Z,long_span_bridge,very_high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,5,87,79,85,205,12.99,7.78,2,1,0,8,6.27,6.83,0,8.12,19.38,119476.79,93.42,0
CRI-000500,2025-01-04T09:00:00Z,hospital,high,critical,autonomous_excavator,precision_grading,day,flat,clear,4,89,76,1125,161,386.54,86.77,1,0,0,8,3.91,3.36,1,2.43,13.35,0.0,89.45,1
CRI-000501,2025-01-04T09:09:00Z,data_center,high,critical,inspection_drone,qa_inspection,day,flat,clear,4,74,88,8,51,133.96,2.03,2,0,0,11,4.93,2.77,1,5.01,20.75,0.0,83.1,1
CRI-000502,2025-01-04T09:18:00Z,data_center,high,critical,inspection_drone,progress_scan,day,flat,clear,4,71,72,5,32,55.82,1.04,0,0,0,0,3.0,2.51,1,7.83,7.1,0.0,92.9,1
CRI-000503,2025-01-04T09:27:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,4,83,95,70,213,27.6,5.68,1,0,1,1,4.18,3.41,1,2.0,4.93,0.0,95.42,1
CRI-000504,2025-01-04T09:36:00Z,hospital,high,critical,inspection_drone,progress_scan,day,sloped,cloudy,4,95,85,11,157,39.38,3.95,1,0,0,0,3.82,2.98,1,2.27,17.17,0.0,82.83,1
CRI-000505,2025-01-04T09:45:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,mixed,clear,5,79,89,335,311,155.03,92.51,3,0,0,15,5.78,4.17,1,5.06,16.2,0.0,89.05,1
CRI-000506,2025-01-04T09:54:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,bulk_excavation,day,flat,clear,3,43,98,1483,81,231.05,51.17,3,0,0,9,2.42,2.13,1,10.5,23.73,0.0,79.42,1
CRI-000507,2025-01-04T10:03:00Z,data_center,high,critical,inspection_drone,progress_scan,day,flat,high_heat,4,55,73,11,322,91.09,2.82,1,0,0,14,4.17,2.51,1,7.42,19.22,0.0,85.68,1
CRI-000508,2025-01-04T10:12:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,mixed,light_rain,5,83,72,478,352,100.76,59.75,3,0,0,3,2.35,2.48,0,2.28,19.01,6211.45,82.04,0
CRI-000509,2025-01-04T10:21:00Z,hospital,high,critical,inspection_drone,progress_scan,day,mixed,clear,5,23,96,24,127,68.82,1.87,5,0,0,0,3.76,2.9,1,2.58,21.62,0.0,78.38,1
CRI-000510,2025-01-04T10:30:00Z,data_center,high,critical,bricklaying_robot,masonry,day,flat,high_heat,3,83,94,100,296,25.83,14.87,3,0,0,11,3.47,3.91,0,7.66,25.81,66430.36,78.04,0
CRI-000511,2025-01-04T10:39:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,confined,high_heat,2,73,85,385,79,175.42,20.73,2,0,0,16,4.23,2.99,1,3.68,34.22,0.0,71.38,0
CRI-000512,2025-01-04T10:48:00Z,airport_terminal,high,high,autonomous_excavator,precision_grading,day,flat,high_heat,4,84,80,3364,38,403.48,21.73,3,0,0,11,3.74,3.59,1,2.33,24.22,0.0,79.63,1
CRI-000513,2025-01-04T10:57:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,4,45,70,313,111,40.63,26.66,1,0,0,6,3.84,3.81,1,4.95,8.51,0.0,93.59,1
CRI-000514,2025-01-04T11:06:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,day,mixed,cloudy,4,55,73,466,167,21.69,12.04,3,0,0,20,5.48,4.64,1,6.95,24.47,0.0,82.53,1
CRI-000515,2025-01-04T11:15:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,windy,3,45,98,675,185,72.93,31.3,3,0,0,0,3.17,2.72,1,3.24,18.25,0.0,81.75,1
CRI-000516,2025-01-04T11:24:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,day,flat,clear,3,98,73,248,86,28.17,3.02,4,0,0,0,8.33,9.26,0,8.84,18.2,90993.77,81.8,0
CRI-000517,2025-01-04T11:33:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,day,flat,clear,4,47,79,11,231,41.95,7.08,3,1,0,0,5.82,3.35,1,1.79,26.02,0.0,83.98,0
CRI-000518,2025-01-04T11:42:00Z,data_center,high,critical,bricklaying_robot,masonry,night,flat,clear,3,33,96,147,158,37.17,6.31,3,0,1,0,3.51,3.66,0,6.33,20.92,99916.63,79.08,0
CRI-000519,2025-01-04T11:51:00Z,data_center,high,critical,inspection_drone,progress_scan,day,flat,clear,3,83,93,7,71,48.03,1.99,4,0,0,3,3.41,2.57,1,5.15,19.8,0.0,81.25,1
CRI-000520,2025-01-04T12:00:00Z,hospital,high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,3,87,92,21,223,26.05,10.73,3,0,0,6,2.95,1.85,1,4.46,24.15,0.0,77.95,1
CRI-000521,2025-01-04T12:09:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,sloped,clear,4,90,94,358,230,80.16,39.81,3,0,0,14,2.45,1.9,1,1.54,20.29,0.0,84.61,1
CRI-000522,2025-01-04T12:18:00Z,metro_tunnel,very_high,high,inspection_drone,progress_scan,day,flat,clear,4,83,87,3,73,68.21,0.56,5,0,0,0,4.76,2.66,1,3.48,16.37,0.0,83.63,1
CRI-000523,2025-01-04T12:27:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,day,flat,windy,5,71,82,401,158,110.76,35.74,3,0,0,3,4.86,4.89,0,4.24,15.92,53920.6,85.13,0
CRI-000524,2025-01-04T12:36:00Z,hospital,high,critical,bricklaying_robot,masonry,night,confined,cloudy,4,35,75,85,182,21.57,8.44,0,0,0,0,2.13,2.63,0,4.82,17.86,33573.84,82.14,0
CRI-000525,2025-01-04T12:45:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,confined,clear,3,19,99,536,319,140.75,57.01,3,0,0,8,4.3,5.18,0,2.82,29.27,9995.9,73.53,0
CRI-000526,2025-01-04T12:54:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,day,mixed,cloudy,4,67,80,85,335,23.38,16.57,0,0,1,0,2.5,2.75,0,6.72,12.38,30053.69,87.62,0
CRI-000527,2025-01-04T13:03:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,mixed,high_heat,3,78,80,203,306,20.76,30.72,2,0,0,14,6.53,5.21,1,3.16,24.95,0.0,79.95,1
CRI-000528,2025-01-04T13:12:00Z,data_center,high,critical,material_transport_rover,material_transport,night,mixed,light_rain,3,50,91,1676,111,67.59,16.1,5,0,0,13,3.4,3.46,0,5.14,33.97,82708.29,70.58,0
CRI-000529,2025-01-04T13:21:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,4,60,73,143,26,21.78,0.7,5,0,0,0,1.55,1.37,1,5.28,18.57,0.0,81.43,1
CRI-000530,2025-01-04T13:30:00Z,metro_tunnel,very_high,high,material_transport_rover,material_transport,day,mixed,cold,3,100,94,1763,34,243.88,7.2,2,0,1,6,8.23,5.55,1,8.26,23.53,0.0,78.57,1
CRI-000531,2025-01-04T13:39:00Z,airport_terminal,high,high,bricklaying_robot,masonry,day,sloped,heavy_rain,4,20,80,242,106,38.7,8.92,4,0,0,0,5.83,5.31,1,6.06,38.87,0.0,61.13,0
CRI-000532,2025-01-04T13:48:00Z,metro_tunnel,very_high,high,inspection_drone,qa_inspection,day,mixed,light_rain,3,43,92,24,21,53.9,0.52,1,0,1,7,4.71,4.13,1,8.98,25.86,0.0,76.59,1
CRI-000533,2025-01-04T13:57:00Z,data_center,high,critical,autonomous_excavator,bulk_excavation,day,flat,clear,3,19,76,3766,146,195.03,86.88,1,0,0,0,4.83,5.58,0,3.52,21.79,22197.64,78.21,0
CRI-000534,2025-01-04T14:06:00Z,semiconductor_fab,very_high,critical,inspection_drone,progress_scan,night,flat,clear,3,55,78,16,201,87.34,3.46,2,0,0,0,2.28,1.97,1,3.33,17.99,0.0,82.01,1
CRI-000535,2025-01-04T14:15:00Z,hospital,high,critical,rebar_tying_robot,rebar_tying,night,sloped,clear,3,82,87,38,282,26.11,10.81,4,0,0,0,2.94,1.68,1,2.03,32.84,0.0,67.16,0
CRI-000536,2025-01-04T14:24:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,5,38,83,202,115,167.41,19.21,1,1,0,3,1.93,1.31,1,7.11,17.67,0.0,93.38,0
CRI-000537,2025-01-04T14:33:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,mixed,light_rain,3,23,99,144,75,16.95,4.87,4,1,0,0,2.91,2.42,1,11.3,38.12,0.0,71.88,0
CRI-000538,2025-01-04T14:42:00Z,long_span_bridge,very_high,critical,rebar_tying_robot,rebar_tying,day,confined,clear,5,57,95,132,222,10.3,5.56,3,0,1,0,3.74,4.37,0,4.51,16.57,15119.79,83.43,0
CRI-000539,2025-01-04T14:51:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,flat,clear,4,68,92,1791,257,271.87,56.86,3,0,0,10,1.19,0.76,1,9.96,15.02,0.0,88.48,1
CRI-000540,2025-01-04T15:00:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,mixed,cloudy,5,21,77,340,208,87.53,42.52,3,0,1,2,3.0,2.91,1,2.53,20.6,0.0,80.1,1
CRI-000541,2025-01-04T15:09:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,precision_grading,day,flat,clear,3,79,71,1535,103,224.42,53.99,2,0,0,20,1.21,1.35,0,8.9,23.86,125523.24,83.14,0
CRI-000542,2025-01-04T15:18:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,day,mixed,windy,4,72,94,44,329,26.99,23.66,4,0,0,5,3.51,3.85,0,7.82,24.64,36617.88,77.11,0
CRI-000543,2025-01-04T15:27:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,confined,clear,4,43,86,565,242,42.04,39.28,3,0,0,0,2.24,2.0,1,4.78,21.33,0.0,78.67,1
CRI-000544,2025-01-04T15:36:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,precision_grading,day,flat,clear,3,99,71,949,292,335.07,119.06,1,0,0,0,1.17,0.72,1,6.88,15.73,0.0,84.27,1
CRI-000545,2025-01-04T15:45:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,flat,clear,4,99,95,35,192,30.11,12.23,3,0,0,0,4.27,2.42,1,4.99,9.65,0.0,90.35,1
CRI-000546,2025-01-04T15:54:00Z,hospital,high,critical,autonomous_excavator,bulk_excavation,night,mixed,windy,4,49,92,2737,130,342.23,63.61,3,0,0,0,3.49,3.82,0,4.33,20.41,52709.63,79.59,0
CRI-000547,2025-01-04T16:03:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,3,94,95,326,135,37.62,23.02,4,0,0,2,1.13,0.85,1,8.29,18.09,0.0,82.61,1
CRI-000548,2025-01-04T16:12:00Z,semiconductor_fab,very_high,critical,inspection_drone,qa_inspection,day,sloped,clear,2,81,76,13,150,65.37,4.22,2,0,0,2,2.14,1.29,1,3.75,21.67,0.0,79.03,1
CRI-000549,2025-01-04T16:21:00Z,semiconductor_fab,very_high,critical,bricklaying_robot,masonry,day,mixed,windy,3,63,88,91,165,26.48,12.52,0,0,0,12,1.47,1.76,0,10.65,23.23,56174.28,80.97,0
CRI-000550,2025-01-04T16:30:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,day,sloped,clear,4,69,87,14,326,49.86,10.42,0,0,0,9,6.15,6.24,0,7.91,15.33,79002.12,87.82,0
CRI-000551,2025-01-04T16:39:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,confined,light_rain,2,40,82,442,257,130.15,61.5,2,0,0,11,2.29,2.19,1,2.73,37.29,0.0,66.56,0
CRI-000552,2025-01-04T16:48:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,night,confined,windy,3,49,75,3,209,17.84,5.44,1,0,0,0,5.37,4.42,1,6.5,27.08,0.0,72.92,1
CRI-000553,2025-01-04T16:57:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,confined,clear,3,77,84,347,110,176.06,22.46,2,0,0,12,2.33,2.27,1,2.54,24.54,0.0,79.66,1
CRI-000554,2025-01-04T17:06:00Z,data_center,high,critical,autonomous_excavator,precision_grading,night,sloped,high_heat,2,71,100,1295,330,305.3,175.39,2,0,0,14,2.07,1.84,1,4.09,33.2,0.0,71.7,0
CRI-000555,2025-01-04T17:15:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,flat,cloudy,3,92,94,1751,231,256.96,23.61,3,0,0,0,1.49,1.32,1,9.24,17.68,0.0,82.32,1
CRI-000556,2025-01-04T17:24:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,day,sloped,clear,4,90,78,155,287,17.1,15.06,0,0,0,0,6.23,5.01,1,3.19,10.99,0.0,89.01,1
CRI-000557,2025-01-04T17:33:00Z,hospital,high,critical,bricklaying_robot,masonry,day,flat,light_rain,3,67,78,188,318,17.6,26.7,2,0,0,1,2.52,2.66,0,3.23,21.28,14716.37,79.07,0
CRI-000558,2025-01-04T17:42:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,confined,cloudy,4,85,85,18,53,14.9,2.17,4,0,0,16,1.45,1.08,1,8.85,29.29,0.0,76.31,1
CRI-000559,2025-01-04T17:51:00Z,long_span_bridge,very_high,critical,autonomous_excavator,bulk_excavation,day,flat,light_rain,4,60,86,2990,295,378.6,212.55,4,0,0,6,3.28,3.11,1,8.79,23.79,0.0,78.31,1
CRI-000560,2025-01-04T18:00:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,night,flat,clear,3,42,93,792,287,150.83,32.95,3,0,1,3,1.49,1.61,0,10.93,26.39,151383.14,74.66,0
CRI-000561,2025-01-04T18:09:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,cloudy,4,94,85,540,77,139.4,14.87,2,0,0,3,3.93,3.78,1,7.95,17.08,0.0,83.97,1
CRI-000562,2025-01-04T18:18:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,flat,clear,4,51,97,2548,277,152.64,44.14,1,0,0,1,2.95,3.58,0,11.77,9.12,52340.76,91.23,0
CRI-000563,2025-01-04T18:27:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,night,flat,clear,4,41,76,318,177,107.76,30.03,3,0,0,0,3.59,2.23,1,5.21,23.21,0.0,76.79,1
CRI-000564,2025-01-04T18:36:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,day,confined,windy,5,94,95,73,154,18.27,10.66,0,0,0,8,5.82,3.79,1,7.59,14.25,0.0,88.55,1
CRI-000565,2025-01-04T18:45:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,confined,light_rain,3,35,84,307,126,131.0,19.83,2,0,0,1,2.67,1.51,1,8.02,24.2,0.0,76.15,1
CRI-000566,2025-01-04T18:54:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,flat,clear,3,93,85,499,269,71.23,80.03,6,0,0,0,4.76,2.82,1,4.32,25.76,0.0,74.24,1
CRI-000567,2025-01-04T19:03:00Z,hospital,high,critical,material_transport_rover,material_transport,night,flat,clear,2,37,88,610,244,133.57,45.08,2,0,0,7,3.53,2.59,1,1.12,24.2,0.0,78.25,1
CRI-000568,2025-01-04T19:12:00Z,metro_tunnel,very_high,high,material_transport_rover,material_transport,day,sloped,cold,4,45,75,1733,190,119.7,49.63,2,0,0,7,5.55,5.4,1,6.82,23.9,0.0,78.55,1
CRI-000569,2025-01-04T19:21:00Z,metro_tunnel,very_high,high,inspection_drone,qa_inspection,day,flat,high_heat,3,22,100,18,271,50.33,4.52,0,0,0,2,4.4,2.65,1,2.84,25.18,0.0,75.52,1
CRI-000570,2025-01-04T19:30:00Z,metro_tunnel,very_high,high,inspection_drone,progress_scan,night,mixed,windy,4,73,96,24,97,96.31,0.73,2,0,0,10,7.89,6.22,1,8.15,23.91,0.0,79.59,1
CRI-000571,2025-01-04T19:39:00Z,hospital,high,critical,autonomous_excavator,precision_grading,day,flat,clear,3,46,88,2674,354,311.26,224.31,2,0,0,0,3.15,2.51,1,1.84,13.54,0.0,86.46,1
CRI-000572,2025-01-04T19:48:00Z,data_center,high,critical,autonomous_excavator,bulk_excavation,day,confined,light_rain,3,58,99,2040,103,232.89,43.0,3,0,0,7,4.81,3.38,1,7.34,29.29,0.0,73.16,1
CRI-000573,2025-01-04T19:57:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,3,66,88,279,279,167.43,68.97,3,0,0,0,1.24,1.34,0,8.44,16.05,56996.95,83.95,0
CRI-000574,2025-01-04T20:06:00Z,data_center,high,critical,autonomous_excavator,precision_grading,day,confined,cloudy,2,66,95,1209,201,212.13,87.3,0,0,0,11,2.2,2.67,0,6.06,20.1,85764.4,83.75,0
CRI-000575,2025-01-04T20:15:00Z,long_span_bridge,very_high,critical,autonomous_excavator,precision_grading,night,flat,light_rain,5,40,88,1374,260,342.74,84.89,4,0,0,3,7.01,8.11,0,6.03,29.33,27655.39,71.72,0
CRI-000576,2025-01-04T20:24:00Z,long_span_bridge,very_high,critical,rebar_tying_robot,rebar_tying,night,sloped,clear,2,44,79,82,338,14.35,22.13,1,1,0,6,4.66,5.46,0,10.27,42.08,78622.51,70.02,0
CRI-000577,2025-01-04T20:33:00Z,hospital,high,critical,inspection_drone,qa_inspection,day,confined,clear,2,26,73,14,294,70.05,10.29,4,0,0,1,3.62,1.99,1,2.41,36.74,0.0,63.61,0
CRI-000578,2025-01-04T20:42:00Z,long_span_bridge,very_high,critical,material_transport_rover,material_transport,night,sloped,cloudy,3,46,86,1173,357,84.66,33.26,5,0,0,15,5.02,5.88,0,4.07,36.72,28202.6,68.53,0
CRI-000579,2025-01-04T20:51:00Z,long_span_bridge,very_high,critical,material_transport_rover,material_transport,day,flat,light_rain,4,92,93,1827,343,74.41,38.74,3,1,0,2,3.91,2.54,1,3.88,31.4,0.0,79.3,0
CRI-000580,2025-01-04T21:00:00Z,hospital,high,critical,bricklaying_robot,masonry,night,mixed,windy,3,45,84,140,163,29.94,12.7,1,0,0,0,2.67,3.33,0,5.8,20.25,51299.49,79.75,0
CRI-000581,2025-01-04T21:09:00Z,data_center,high,critical,bricklaying_robot,masonry,day,mixed,clear,5,34,73,136,81,26.27,4.78,3,0,0,10,4.62,3.53,1,2.04,12.1,0.0,91.4,1
CRI-000582,2025-01-04T21:18:00Z,semiconductor_fab,very_high,critical,inspection_drone,qa_inspection,day,sloped,clear,3,63,86,17,288,20.87,6.81,2,0,0,0,2.08,2.15,0,4.43,18.38,51049.59,81.62,0
CRI-000583,2025-01-04T21:27:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,night,flat,cloudy,3,24,100,114,287,31.27,20.43,4,0,1,5,6.81,4.39,1,3.88,32.85,0.0,68.9,0
CRI-000584,2025-01-04T21:36:00Z,long_span_bridge,very_high,critical,inspection_drone,qa_inspection,day,flat,clear,5,49,82,13,322,39.17,11.01,3,0,0,0,3.35,4.1,0,3.55,9.74,57386.16,90.26,0
CRI-000585,2025-01-04T21:45:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,night,flat,windy,2,57,86,582,138,130.76,22.85,4,0,1,19,2.37,2.54,0,7.86,35.76,55968.37,70.89,0
CRI-000586,2025-01-04T21:54:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,precision_grading,day,mixed,heavy_rain,3,39,98,2795,169,168.01,58.25,2,0,0,0,3.0,2.92,1,10.82,24.52,0.0,75.48,1
CRI-000587,2025-01-04T22:03:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,night,flat,windy,4,53,98,529,148,177.55,18.39,2,0,0,11,3.51,3.91,0,7.52,22.16,26767.3,81.69,0
CRI-000588,2025-01-04T22:12:00Z,metro_tunnel,very_high,high,material_transport_rover,material_transport,night,flat,cloudy,4,66,71,653,314,88.47,81.73,1,0,0,0,5.43,5.19,1,8.11,14.54,0.0,85.46,1
CRI-000589,2025-01-04T22:21:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,confined,windy,5,98,93,126,130,117.2,14.68,3,0,0,0,5.84,3.62,1,5.43,14.76,0.0,85.24,1
CRI-000590,2025-01-04T22:30:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,day,mixed,cold,2,76,92,486,102,14.33,10.21,4,0,0,2,7.28,5.64,1,8.12,25.4,0.0,75.3,1
CRI-000591,2025-01-04T22:39:00Z,semiconductor_fab,very_high,critical,inspection_drone,qa_inspection,day,confined,clear,2,69,80,25,215,40.27,7.52,1,0,0,0,1.97,1.55,1,4.43,23.88,0.0,76.12,1
CRI-000592,2025-01-04T22:48:00Z,data_center,high,critical,bricklaying_robot,masonry,day,flat,light_rain,4,43,72,419,227,36.83,10.43,4,0,0,8,3.02,2.41,1,6.99,24.07,0.0,78.73,1
CRI-000593,2025-01-04T22:57:00Z,metro_tunnel,very_high,high,inspection_drone,qa_inspection,day,sloped,clear,3,37,91,8,132,45.67,1.7,3,1,0,2,7.89,5.53,1,2.16,31.99,0.0,78.71,0
CRI-000594,2025-01-04T23:06:00Z,hospital,high,critical,inspection_drone,qa_inspection,night,mixed,clear,4,67,93,12,154,68.91,2.73,2,0,1,32,3.85,2.75,1,4.81,28.61,0.0,82.59,1
CRI-000595,2025-01-04T23:15:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,night,confined,clear,4,86,80,8,198,104.7,5.46,5,0,0,11,4.66,5.78,0,1.51,31.48,14280.06,72.37,0
CRI-000596,2025-01-04T23:24:00Z,hospital,high,critical,rebar_tying_robot,rebar_tying,day,flat,cloudy,3,36,72,85,311,12.55,22.18,2,0,0,0,2.06,1.99,1,1.73,17.93,0.0,82.07,1
CRI-000597,2025-01-04T23:33:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,sloped,clear,5,36,94,1538,23,351.27,1.96,0,0,1,2,2.51,2.41,1,3.57,8.48,0.0,92.22,1
CRI-000598,2025-01-04T23:42:00Z,data_center,high,critical,inspection_drone,qa_inspection,day,confined,heavy_rain,4,60,72,23,218,115.61,4.0,4,0,0,6,3.42,3.91,0,2.65,36.13,15317.56,65.97,0
CRI-000599,2025-01-04T23:51:00Z,data_center,high,critical,bricklaying_robot,masonry,day,mixed,clear,2,75,94,390,51,41.37,1.96,3,0,0,6,3.12,2.08,1,1.53,22.64,0.0,79.46,1
CRI-000600,2025-01-05T00:00:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,night,flat,heavy_rain,4,41,87,22,99,89.96,2.48,3,0,0,9,7.46,7.79,0,3.77,32.38,9255.82,70.77,0
CRI-000601,2025-01-05T00:09:00Z,data_center,high,critical,inspection_drone,qa_inspection,day,flat,light_rain,3,41,88,16,118,90.44,4.71,0,0,0,1,4.76,5.74,0,4.03,18.22,15095.27,82.13,0
CRI-000602,2025-01-05T00:18:00Z,hospital,high,critical,bricklaying_robot,masonry,day,sloped,clear,3,69,71,325,357,31.77,37.86,0,0,0,15,2.2,2.01,1,3.9,19.97,0.0,85.28,1
CRI-000603,2025-01-05T00:27:00Z,semiconductor_fab,very_high,critical,inspection_drone,qa_inspection,day,sloped,clear,3,98,83,16,32,76.4,0.52,1,0,0,6,1.97,1.62,1,5.58,18.14,0.0,83.96,1
CRI-000604,2025-01-05T00:36:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,day,confined,clear,4,100,80,27,175,16.01,7.56,2,0,0,0,7.23,8.15,0,5.81,13.66,55957.18,86.34,0
CRI-000605,2025-01-05T00:45:00Z,airport_terminal,high,high,autonomous_excavator,bulk_excavation,night,confined,clear,4,27,92,3423,333,100.07,232.96,3,0,1,17,3.62,3.74,0,2.59,34.23,37476.16,71.72,0
CRI-000606,2025-01-05T00:54:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,night,flat,clear,2,49,89,532,312,137.98,87.74,1,0,0,0,4.55,5.5,0,5.98,26.31,85832.88,73.69,0
CRI-000607,2025-01-05T01:03:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,mixed,clear,2,75,74,44,79,10.13,5.2,2,0,0,0,1.13,1.05,1,11.6,17.26,0.0,82.74,1
CRI-000608,2025-01-05T01:12:00Z,semiconductor_fab,very_high,critical,bricklaying_robot,masonry,day,sloped,heavy_rain,3,43,100,182,85,25.14,3.1,5,0,0,10,1.96,1.23,1,3.75,38.66,0.0,64.84,0
CRI-000609,2025-01-05T01:21:00Z,hospital,high,critical,bricklaying_robot,masonry,day,sloped,light_rain,4,82,94,451,182,8.53,6.29,5,0,0,1,2.31,2.66,0,3.54,24.44,10076.34,75.91,0
CRI-000610,2025-01-05T01:30:00Z,semiconductor_fab,very_high,critical,bricklaying_robot,masonry,day,flat,clear,4,21,97,388,290,17.07,13.72,0,0,1,17,2.09,1.61,1,7.66,23.49,0.0,82.46,1
CRI-000611,2025-01-05T01:39:00Z,airport_terminal,high,high,bricklaying_robot,masonry,night,mixed,clear,2,18,88,370,81,37.0,8.05,4,1,0,5,3.11,2.9,1,3.96,46.91,0.0,64.84,0
CRI-000612,2025-01-05T01:48:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,mixed,high_heat,3,99,84,565,294,162.52,44.46,0,0,0,4,3.86,4.1,0,2.69,20.86,35239.22,80.54,0
CRI-000613,2025-01-05T01:57:00Z,hospital,high,critical,bricklaying_robot,masonry,day,sloped,clear,5,69,74,287,235,37.93,17.21,3,0,0,0,2.9,3.53,0,4.66,19.2,46362.58,80.8,0
CRI-000614,2025-01-05T02:06:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,night,mixed,cloudy,4,64,98,1922,211,253.2,24.46,0,0,0,6,1.28,0.8,1,10.5,11.83,0.0,90.27,1
CRI-000615,2025-01-05T02:15:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,day,flat,cloudy,4,41,100,113,310,23.34,12.13,0,0,0,6,4.24,4.0,1,6.58,12.02,0.0,90.08,1
CRI-000616,2025-01-05T02:24:00Z,hospital,high,critical,material_transport_rover,material_transport,day,mixed,light_rain,4,85,93,647,53,85.73,4.06,2,0,0,1,3.72,2.18,1,5.96,19.82,0.0,80.53,1
CRI-000617,2025-01-05T02:33:00Z,data_center,high,critical,autonomous_excavator,precision_grading,day,confined,windy,3,61,92,3101,101,387.77,36.95,3,0,0,8,3.25,3.0,1,5.09,29.37,0.0,73.43,1
CRI-000618,2025-01-05T02:42:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,mixed,windy,4,35,98,58,30,21.24,2.28,1,0,0,7,4.09,3.51,1,1.32,15.02,0.0,87.43,1
